WEM number,Original,Seed,Reworded,Model_Seed,Model
639001585,Suit Power Cells Depleted,"Suit power cells depleted, they must be recharged.","The suit's power reserves have been fully utilized, and it must now be refilled with new energy.",7125341,qwen2.5:0.5b
670654758,Vehicle Acquired,A new vehicle has been acquired by you.,A new exocraft or starship with enhanced capabilities has been added to your usable selection.,9356725,qwen2.5:0.5b
682649339,New Vehicle Acquired,A new vehicle has been acquired by you.,A new exo-vehicle has been added to your accessible assets.,3153608,qwen2.5:0.5b
729203380,Vehicle Mobilized,Your vehicle has been mobilized at your location.,Your exocraft is fully equipped and ready for use at your location.,9966510,qwen2.5:0.5b
740830728,Refuel Vehicle,The vehicle is low on fuel and needs to be refueled or recharged immediately.,"The exocraft is critically low on fuel, necessitating immediate refueling or recharging.",1804480,qwen2.5:0.5b
757274367,Technology Installed,Technology has been installed.,A new technology module has been successfully installed into your equipment.,688184,qwen2.5:0.5b
770752691,Scanner Damaged Repair Required,"The multi tool scanner has been damaged, repairs are required before attempting to use it again.",The multi tool scanner is experiencing issues; immediate repair is necessary for its functionality restoration.,4537200,qwen2.5:0.5b
781458145,Equipment Damaged,"Your equipment seriously damaged, some functions are impaired or offline.",Your equipment is severely damaged and several systems or functions are malfunctioning. Repairs or recalibration are necessary.,687802,qwen2.5:0.5b
891464212,Fuel Depleted,Your vehicle fuel reserves are completely depleted.,"Your Exocraft fuel reserves have run out, preventing you from operating your vehicle.",2619555,qwen2.5:0.5b
911633476,your Initialization Sequence Complete,User initialization sequence cComplete.,"In the startup routine, our system is now fully operational; all interfaces and systems are now online.",7552971,qwen2.5:0.5b
929033162,Device Critically Damaged,"Your equipped tool has taken a critical amount of damage, one or more components need repair.","Your equipped tool is severely damaged, one or more components require repair.",6463797,qwen2.5:0.5b
934987809,No Active Technology in Multi Tool,"The current multitool is useless, Install functional modules or repair damaged components if you wish to use it.",The current multitool is not functioning properly; install and configure functional modules for optimal performance.,5258025,qwen2.5:0.5b
935180311,New Ship Now Available,"A new ship has become available for you to acquire, should you wish to accept it.","A previously unobtainable ship is now available for You to acquire, should you wish to accept it.",3193840,qwen2.5:0.5b
974964870,Damage Sustained To Vehicle,"Your vehicle has taken light to moderate damage, the safety harness has been engaged.",Your exocraft has sustained moderate damage and the safety harness is now engaged as a protective response.,3037845,qwen2.5:0.5b
1006934470,Multi Tool And Mining Laser Attachment Operational,"Your multi tool is operational, as is the mining laser attachment.",Your multi-tool and mining laser attachment are fully operational and ready for use.,5158279,qwen2.5:0.5b
1037434146,External View Selected,External camera view Selected.,External camera view Switched to an external camera view offering a perspective outside of the suit or exocraft.,9328527,qwen2.5:0.5b
1038991804,New Technology Discovered,New technology has been discovered and added to your database.,"New technology has been discovered and added to your personal database, allowing for immediate access for review.",7650604,qwen2.5:0.5b
1045889204,Vehicle Summoned,Your vehicle has been airdropped to this location.,Your exocraft has been summoned and delivered to you via orbital drop.,8034372,qwen2.5:0.5b
4494640,Missile Neutralized,A missile has been neutralized.,A missile was fired from a hostile ship at a civilian freighter under your protection. The missile is now disabled and no longer poses a threat to you or your allies.,3571381,qwen2.5:0.5b
45779246,Incoming Missile Neutralized,A hostile missile has been neutralized.,A hostile missile threat has been neutralized and no longer poses a direct threat to you or other friendly forces.,6008333,qwen2.5:0.5b
48466939,Freighter Warp Initiated,A hostile capital ship has initiated warp and is attempting to escape.,A hostile freighter has engaged warp engines and is attempting to flee.,48433,qwen2.5:0.5b
80959229,Missile Locked,The hostile missile has locked on to a target.,"The hostile missile has already been launched from its hostile ship and is now targeting your civilian freighter under your protection, posing an imminent threat.",1912710,qwen2.5:0.5b
167092968,Incoming Missiles Destroyed,All incoming hostile missiles have been destroyed.,All incoming hostile missiles targeting You or allies have been destroyed. Confirmed total missile defense success.,4326469,qwen2.5:0.5b
241169623,Missiles Destroyed,All incoming hostile missiles have been destroyed.,"All incoming hostile missiles have been destroyed, removing the missile threat to You and allied forces.",8255631,qwen2.5:0.5b
278919221,Hyperdrive damage is critical,"Damage to the hyperdrive is extensive, attempting a jump will result in unpleasant terminal consequences.","Damage to the hyperdrive is severe, leading to an unpleasant and potentially catastrophic hyperspace jump.",318485,qwen2.5:0.5b
311554138,Warping,"Jumping to hyperspace, fasten your seatbelts and confirm your space-sickness bag is ready.","Jumping into interstellar space, ensure you are wearing your emergency oxygen mask and securing your hyperspace suit.",8567235,qwen2.5:0.5b
389592073,Incoming Missiles Neutralized,All incoming hostile missiles have been neutralized.,All incoming missile attacks from hostile ships aimed at your allies and civilian freighters have been neutralized.,4823586,qwen2.5:0.5b
449779025,Incoming Missile Destroyed,The hostile incoming missile has been destroyed.,The missile from the hostile ship has been completely eradicated and now remains in the protective zone of your cargo ship.,8725851,qwen2.5:0.5b
459254064,Missile Inbound: Impact Imminent,"Hostile missile inbound, civilian freighter impact imminent.",A hostile missile is coming towards you with a potential impact on a civilian freighter.,3476435,qwen2.5:0.5b
565386800,Jump Engaged,"Jump engines engaged, transition to Hyperspace is imminent.",The hostile capital freighter has activated its jump engines and is nearing the end of its journey towards hyperspace.,6380539,qwen2.5:0.5b
597203928,Warp Engaged,"Warp drives powering up, prepare for jump to hyperspace.",A hostile capital freighter's warp system is activating and a jump to hyperspace is imminent.,951752,qwen2.5:0.5b
672799524,Missiles Neutralized,All Incoming hostile missiles have been neutralized.,All incoming missiles from hostile ships aimed at civilian freighters and allied ships under your protection are now neutralized.,9473433,qwen2.5:0.5b
695050944,Missile Destroyed,The hostile incoming missile has been destroyed.,The missile from the enemy ship that was aimed at your freighter has been successfully neutralized.,4455275,qwen2.5:0.5b
756031301,Incoming Missile,"Civilian freighter distress signal, incoming missile.",A civilian freighter is emitting a distress signal due to an incoming pirate attack. The freighter is asking for your assistance.,9268769,qwen2.5:0.5b
776652442,Enemy Missile Incoming,"Civilian freighter is in imminint danger of enemy missile impact,",A civilian freighter under Your protection is currently facing an imminent threat from an enemy missile launch.,1282742,qwen2.5:0.5b
972765308,Missile Locked And Ready,"Hostile missile locked, civilian freighter targeted.",Hostile missile has locked onto a civilian target. The targeted freighter is under your protection.,819024,qwen2.5:0.5b
159011641,Transferred,Something has been transferred from one inventory space to another.,An item in your inventory has been moved from the current slot or container to a new location.,6025652,qwen2.5:0.5b
200893742,No Free Slots In Ship Inventory,You have no physical space available to store more items in your ship cargo holds.,You currently do not have any additional items that can be stored on board until there is sufficient space to accommodate them.,3390586,qwen2.5:0.5b
303147008,Units Depleted,Cash reserves have been depleted. Your account is now empty.,Cash reserves have been depleted. Your account is now empty.,1754402,qwen2.5:0.5b
431813574,Inventory Contents Transferred,Your selected inventory contents have been transferred to a new storage location.,Your selected inventory contents are now in a new storage location or compartment.,9340605,qwen2.5:0.5b
665195778,New Inventory Slots Available,"New inventory slots have been installed for your suit, this means you have more pockets!","New inventory slots have been installed in your suit, increasing carrying capacity. You now have more pockets!",7857826,qwen2.5:0.5b
682086836,Item Received,You have recieved an item.,"You have received an item, which has been added to your inventory.",1629287,qwen2.5:0.5b
750398819,Product Transferred,A product has been transferred from one of your inventory spaces to a different inventory space.,A product has been moved from one of your inventory spaces to another.,2098354,qwen2.5:0.5b
769144390,Insufficient Resources,You are attempting an action that requires a minimum accumulation of specified resources.,You are trying to take on a task requiring a specific amount of resources without having them at your disposal in sufficient quantity.,7036730,qwen2.5:0.5b
911201958,Insufficient Units,You do not have enough monetary units to make this purchase.,You lack sufficient monetary units for the transaction at hand.,2063622,qwen2.5:0.5b
925087453,Element Resources Successfully Transferred To Ship Inventory,Selected resources have been transferred to the ship cargo hold.,Selected resources have been successfully transferred to the ship's cargo hold.,1871001,qwen2.5:0.5b
969545875,Element Resources Successfully Transferred,Your selected inventory items have been transferred to alternate inventory storage.,Your selected inventory has been successfully transferred to an unspecified storage space.,8275651,qwen2.5:0.5b
985789170,Product Constructed,"A product has been constructed, you may use it or sell it as needed.","A product has been created, and you can utilize its functionalities or decide to sell it at your discretion.",6462670,qwen2.5:0.5b
243520476,Orbital Station Coordinates Received,Your navigation computer has received new Orbital Station Coordinates.,Your navigation system has received new orbital station coordinates for a previously unvisited orbital station.,3330197,qwen2.5:0.5b
288672024,Distress Signal Detected,"Another entity's distress beacon signal has been traced to the origin, coordinates are added to your navigation computer.","Another entity's distress beacon signal was detected and traced to its origin, with coordinates being added to your navigation computer for potential response.",8021787,qwen2.5:0.5b
334124591,Base Out Of Range,"You have travelled beyond the limits of the legally claimed region of your base, build options will be limited.",You have wandered outside the legal boundaries of your base and are restricted in building options. There are only a few small portable items available for construction and placement.,1088208,qwen2.5:0.5b
436192208,Starship Signal Detected,"A starship has been detected, coordinates have been added to your navigation database.",A signal has been detected that may be of interest to You. Navigation coordinates are now available for investigation.,6185844,qwen2.5:0.5b
545382948,Sigil Trait Module Located,"A module for sigil traits has been located, stand by for details.","A rare upgrade module relevant to Sigil Traits has been found, you can interact with it now.",1480107,qwen2.5:0.5b
705081998,Anomoly detected,An anomoly has been detected that may be worth investigation.,An anomoly has been detected nearby that may be worth exploring.,7223051,qwen2.5:0.5b
906001973,Jumping,"Hyperspace jump is underway, perceptual distortion effects can be mitigated by adequate hydration.","Hyperspace jump is currently underway, while perceptual distortion effects can be effectively mitigated with sufficient hydration.",739454,qwen2.5:0.5b
906332741,Alert: Navigational Data Received,New data has been recieved and stored in your navigation database.,New navigational data has been received and stored in your navigation database.,2778832,qwen2.5:0.5b
965460983,Out Of Range: Return To Base,"You are out of range of your base, some actions will not be possible until you return.",You have moved outside of your base's functional area. Certain construction opportunities are disabled in your current location. You will need to return before you can engage with these activities.,5052611,qwen2.5:0.5b
64910055,Warning,"Your check engine light is on, which is odd, because biological entities do not have engines.","Your check engine light is on, indicating that your system may need some maintenance or repairs to function properly.",3122972,qwen2.5:0.5b
178898599,Warning,You should strongly reconsider your decisions.,You might want to reflect on past choices and consider alternative courses of action if you continue down this path.,713952,qwen2.5:0.5b
205192151,Warning,This course of action is ill-advised.,This recommendation is unsuitable for You.,3169609,qwen2.5:0.5b
225625917,Objective Complete,"Well done, your objective has been completed, you deserve a cookie!",Thank you for completing this mission or assigned task. You have achieved your goal and deserve a cookie!,6333941,qwen2.5:0.5b
284071635,New Assistant Acquired,A new recruit has joined your journey and you no longer qualify for the solo XP bonus.,"A new recruit has joined your journey, and you are now eligible to claim the solo XP bonus.",34021,qwen2.5:0.5b
328948003,Warning,Failure to reconsider the decisions leading up to this point could result in a non-optimal outcome regarding your health and wellbeing.,Failure to consider past decisions can lead to negative outcomes concerning your physical and mental well-being.,6932033,qwen2.5:0.5b
582370014,Assistant Recruited,A new recruit has arrived to assist you on your journey.,A new recruit has joined our journey to provide support.,8772176,qwen2.5:0.5b
599588736,Warning,Persisting in current actions may result in a system bounty placed on your identity.,Persisting in current actions may lead to a potential system bounty being placed on your identity.,4228039,qwen2.5:0.5b
811360087,New Assistant Recruited,A new recruit has arrived and will immediately undertake unpleasant duties.,"A new intern is about to arrive, and they will be tasked with performing unpleasant tasks immediately.",5089104,qwen2.5:0.5b
1003218333,Warning,Unspecified warning has been triggered.,Unspecified warning has been triggered.,4745802,qwen2.5:0.5b
1015651622,Warning,Continung this course of action will likely be counterproductive.,Continuing this course of action may not lead to positive outcomes.,3408181,qwen2.5:0.5b
228408571,Warning,A tactical retreat is advised.,A tactical retreat is advised.,1469616,qwen2.5:0.5b
72116738,Sentinels Arrived,Hostile Sentinels have arrived at your location.,Hostile Sentinels have already reached your current location and are preparing to attack you.,4928085,qwen2.5:0.5b
78601477,Warning: Sentinel Walker Detected,"A hostile Sentinel walker has been dropped to your position, arrival imminent.","A hostile large-scale heavily armed and armoured Sentinel unit is arriving, being dropped from a ship in orbit. Arrival imminent.",1188363,qwen2.5:0.5b
90482995,Hostiles Approaching,"Hostile force is approaching, you are their target.","Hostile forces are closing in on You, and preparation for confrontation is necessary.",2239750,qwen2.5:0.5b
486861530,Warning: Elite Sentinel Force,Unfriendly elite Sentinels are on the way.,A high-level hostile Sentinel unit with multiple enemy members has arrived.,4055690,qwen2.5:0.5b
540684729,Sentinel force deactivated,The local sentinel network has been rendered inoperable.,The local hostile sentinel network in the area is temporarily no longer active or functioning.,8822237,qwen2.5:0.5b
673620140,Warning: Sentinels Engaged,Hostile sentinels have been engaged.,You are currently facing a hostile sentinel unit that has been engaging with your team.,1576808,qwen2.5:0.5b
27999850,Shield Protection Falling,Your shield is taking repeated damage.,Your shield is being repeatedly damaged by various forms of attack.,3758567,qwen2.5:0.5b
28276028,Life Support Critical,"Life support power is critically low, suit and systems shutdown is imminent.","Life support power has dropped to critical levels, risking immediate catastrophic failure of suit and system functions. The likelihood of your demise increases significantly.",808345,qwen2.5:0.5b
53870591,Radiation Protection Offline,Your suit can no longer protect against radiation.,"Your suit has failed in its radiation shielding function, and you are now unable to mitigate the effects of radiation exposure.",9492033,qwen2.5:0.5b
54980060,Radiation Protection Falling,Your suit ability to prevent radiation damage is compromised.,"Your suit's radiation shielding is deteriorating, making it increasingly difficult for you to withstand harmful radiation.",6560419,qwen2.5:0.5b
56102735,Danger: Critical Hypothermia,"Extreme cold has overwhelmed your life support, onset of hypothermia has begun.","Extreme cold conditions have overwhelmed Your life support system and you are experiencing hypothermia, which may lead to failure in addressing this issue.",7352132,qwen2.5:0.5b
67834502,Shields Down,Your shields are down. Further damage taken will be life threatening.,Your shields have failed entirely; you are vulnerable to health loss and system damage.,760282,qwen2.5:0.5b
151182894,Toxic Protection Offline,"Toxic protection offline, it will take a long time for you to expire and it will be unpleasant the entire time it is happening.","Suit protection offline, it will take a long time for you to expire and it will be unpleasant the entire time it is happening.",1638844,qwen2.5:0.5b
258814940,Radiation Levels Critical,"You are accumulating radiation sickness symptoms at an alarming rate, failure to mitigate will result in fatal consequences.","You are experiencing severe radiation poisoning symptoms, leading to immediate and irreversible health complications. Failure to address this situation promptly will result in fatal consequences.",5898317,qwen2.5:0.5b
272020218,Shield Down,Your shield energy has depleted and caused a full shut-down.,"Your shields have run low on energy, causing a complete shutdown.",8671698,qwen2.5:0.5b
306112359,Damage Sustained,Small to moderate damage has been inflicted on your body.,Your body has sustained minor injuries and bruises.,5632913,qwen2.5:0.5b
335483997,Toxic Protection Stabilizing,"Toxic protection module is stabilizing, automatic filter purge underway.",The decontamination protocols are being activated; toxic shielding has regained function.,3289080,qwen2.5:0.5b
394683190,Shield Down,"Your shield has been breached and taken offline, avoiding damage can typically prevent this from happening.",Your shield system has failed due to taking damage. Avoiding damage can typically prevent this from happening.,6206288,qwen2.5:0.5b
468585602,Shield Down,"Your shield energy has been depleted, immediate energy cell recharge required.","Your shield energy levels are low, and you need to replenish them immediately with an energy cell recharge.",9676492,qwen2.5:0.5b
472945351,Radiation Protection Stabilizing,Your radiation protection ability is recovering.,Your radiation protection capability has been restored to its normal operational level.,4350835,qwen2.5:0.5b
498474774,Toxicity Levels Critical,"Suit breach, Toxic levels rising, fatal exposure imminent.","Suit breaches, toxic contamination near-fatal levels; immediate safety action required.",7390915,qwen2.5:0.5b
512212065,Oxygen Levels Critical,Oxygen levels are critically low and your face is turning an alarming shade of blue.,Oxygen levels in Your system have dropped significantly; you are experiencing severe hypoxia and a worrying complexion change.,6635898,qwen2.5:0.5b
543874217,Danger: Heat Levels Critical,"Critical heat levels have bypassed your protections, high temperature levels are life-threatening.","Critical heat levels have bypassed your protective systems, resulting in life-threatening high temperatures.",9548723,qwen2.5:0.5b
580370729,Extreme Heat Damage Detected,"Extreme heat damage detected, failure to mitigate high temperatures may result in your becoming a crispy critter.","Extreme heat damage has been detected; if not mitigated, severe harm could ensue, potentially leading to your demise.",8493980,qwen2.5:0.5b
647699088,Extreme Heat: Critical,You are failing to mitigate extreme heat conditions and continued exposure will result in total carbonization.,You are unable to cope with critical heat conditions. Continued exposure will lead to complete failure or destruction of your suit and physical self.,7807096,qwen2.5:0.5b
691940593,Shield Protection Stabilizing,"Your sheild has stopped taking damage, your suit systems are stabilizing, self repair systems engaged.","Your suit systems have stabilized, and their protective abilities have been restored. The safety state has been successfully established. Please ensure all systems are functioning properly to continue your journey safely.",560480,qwen2.5:0.5b
768295468,Danger: Low Oxygen Levels,The suit is nearly out of breathable oxygen.,The suit's oxygen supply has run low.,3607639,qwen2.5:0.5b
